Vardas             Pavarde          ND1  ND2  ND3  ND4  ND5  Egz. 
Vardas3855         Pavarde3855      8    2    6    10   10   2    
Vardas3856         Pavarde3856      6    0    2    9    3    8    
Vardas3857         Pavarde3857      6    7    0    7    9    8    
Vardas3858         Pavarde3858      9    9    9    5    2    5    
Vardas3859         Pavarde3859      8    4    5    5    3    2    
Vardas3860         Pavarde3860      6    0    1    7    0    10   
Vardas3861         Pavarde3861      4    4    2    9    3    4    
Vardas3862         Pavarde3862      2    5    0    1    10   7    
Vardas3863         Pavarde3863      7    1    2    1    2    7    
Vardas3864         Pavarde3864      1    2    6    1    7    7    
Vardas3865         Pavarde3865      10   0    0    0    10   5    
Vardas3866         Pavarde3866      7    7    10   0    2    10   
Vardas3867         Pavarde3867      2    0    8    8    2    3    
Vardas3868         Pavarde3868      6    4    6    2    8    7    
Vardas3869         Pavarde3869      1    6    7    10   5    9    
Vardas3870         Pavarde3870      3    1    2    6    5    0    
Vardas3871         Pavarde3871      10   5    7    4    3    2    
Vardas3872         Pavarde3872      9    1    2    10   7    3    
Vardas3873         Pavarde3873      3    1    10   6    3    9    
Vardas3874         Pavarde3874      5    10   4    5    7    4    
Vardas3875         Pavarde3875      10   3    6    4    3    4    
Vardas3876         Pavarde3876      0    5    7    8    9    3    
Vardas3877         Pavarde3877      10   8    1    0    4    0    
Vardas3878         Pavarde3878      3    6    3    8    2    3    
Vardas3879         Pavarde3879      5    0    1    8    8    10   
Vardas3880         Pavarde3880      8    6    8    3    2    9    
Vardas3881         Pavarde3881      5    7    0    2    8    2    
Vardas3882         Pavarde3882      9    2    5    1    7    9    
Vardas3883         Pavarde3883      1    8    9    9    0    4    
Vardas3884         Pavarde3884      8    1    6    9    1    3    
Vardas3885         Pavarde3885      1    0    3    10   7    3    
Vardas3886         Pavarde3886      8    10   10   0    1    2    
Vardas3887         Pavarde3887      7    0    10   2    3    3    
Vardas3888         Pavarde3888      3    3    5    3    1    2    
Vardas3889         Pavarde3889      8    1    4    5    3    5    
Vardas3890         Pavarde3890      6    10   1    7    6    10   
Vardas3891         Pavarde3891      2    5    3    6    1    10   
Vardas3892         Pavarde3892      1    10   10   5    2    10   
Vardas3893         Pavarde3893      0    10   0    0    4    10   
Vardas3894         Pavarde3894      9    9    4    7    0    7    
Vardas3895         Pavarde3895      9    4    6    8    6    3    
Vardas3896         Pavarde3896      2    8    0    4    9    8    
Vardas3897         Pavarde3897      9    2    9    1    10   10   
Vardas3898         Pavarde3898      2    8    10   1    9    4    
Vardas3899         Pavarde3899      2    2    1    6    8    2    
Vardas3900         Pavarde3900      5    1    9    8    6    7    
Vardas3901         Pavarde3901      0    9    10   10   7    4    
Vardas3902         Pavarde3902      2    3    7    4    8    9    
Vardas3903         Pavarde3903      4    8    8    1    7    7    
Vardas3904         Pavarde3904      2    0    9    10   0    0    
Vardas3905         Pavarde3905      8    5    5    5    7    2    
Vardas3906         Pavarde3906      8    7    10   9    7    10   
Vardas3907         Pavarde3907      8    4    5    7    4    7    
Vardas3908         Pavarde3908      0    5    4    4    6    2    
Vardas3909         Pavarde3909      3    10   8    6    5    4    
Vardas3910         Pavarde3910      3    9    5    9    4    1    
Vardas3911         Pavarde3911      8    1    4    0    4    5    
Vardas3912         Pavarde3912      8    0    7    7    10   5    
Vardas3913         Pavarde3913      5    6    5    0    4    6    
Vardas3914         Pavarde3914      10   0    4    0    3    6    
Vardas3915         Pavarde3915      10   8    5    3    5    4    
Vardas3916         Pavarde3916      9    2    4    4    2    4    
Vardas3917         Pavarde3917      6    7    6    7    10   6    
Vardas3918         Pavarde3918      5    10   8    5    9    5    
Vardas3919         Pavarde3919      9    1    4    8    1    3    
Vardas3920         Pavarde3920      10   5    3    5    6    7    
Vardas3921         Pavarde3921      7    8    0    7    1    7    
Vardas3922         Pavarde3922      6    2    3    6    10   4    
Vardas3923         Pavarde3923      0    6    4    3    2    3    
Vardas3924         Pavarde3924      3    3    0    6    0    8    
Vardas3925         Pavarde3925      10   1    10   3    3    9    
Vardas3926         Pavarde3926      8    0    9    10   1    7    
Vardas3927         Pavarde3927      10   8    7    5    8    3    
Vardas3928         Pavarde3928      5    5    4    0    0    6    
Vardas3929         Pavarde3929      0    5    3    5    1    1    
Vardas3930         Pavarde3930      2    9    9    2    7    1    
Vardas3931         Pavarde3931      1    7    3    4    8    10   
Vardas3932         Pavarde3932      3    7    3    6    7    3    
Vardas3933         Pavarde3933      8    3    5    4    4    7    
Vardas3934         Pavarde3934      4    4    1    1    0    10   
Vardas3935         Pavarde3935      6    5    6    3    2    8    
Vardas3936         Pavarde3936      0    8    5    2    8    4    
Vardas3937         Pavarde3937      0    0    5    6    4    4    
Vardas3938         Pavarde3938      9    4    5    8    2    10   
Vardas3939         Pavarde3939      4    0    3    8    3    10   
Vardas3940         Pavarde3940      7    3    5    10   6    6    
Vardas3941         Pavarde3941      3    9    9    3    2    7    
Vardas3942         Pavarde3942      0    7    5    1    4    6    
Vardas3943         Pavarde3943      3    0    8    6    7    4    
Vardas3944         Pavarde3944      2    2    6    0    9    10   
Vardas3945         Pavarde3945      6    0    8    5    0    5    
Vardas3946         Pavarde3946      6    7    1    10   2    8    
Vardas3947         Pavarde3947      1    4    0    8    5    9    
Vardas3948         Pavarde3948      2    0    4    10   6    3    
Vardas3949         Pavarde3949      3    6    2    7    6    5    
Vardas3950         Pavarde3950      4    5    10   4    7    7    
Vardas3951         Pavarde3951      4    6    4    4    9    2    
Vardas3952         Pavarde3952      6    10   0    9    2    9    
Vardas3953         Pavarde3953      1    3    0    10   10   4    
Vardas3954         Pavarde3954      9    0    1    2    1    1    
Vardas3955         Pavarde3955      2    4    7    5    1    5    
Vardas3956         Pavarde3956      10   2    6    5    6    9    
Vardas3957         Pavarde3957      7    4    6    10   8    5    
Vardas3958         Pavarde3958      7    0    4    3    6    6    
Vardas3959         Pavarde3959      7    7    2    10   1    8    
Vardas3960         Pavarde3960      2    9    0    7    4    0    
Vardas3961         Pavarde3961      9    2    0    2    10   7    
Vardas3962         Pavarde3962      7    6    4    8    8    9    
Vardas3963         Pavarde3963      8    9    4    5    4    0    
Vardas3964         Pavarde3964      4    3    10   5    8    0    
Vardas3965         Pavarde3965      10   5    10   4    1    6    
Vardas3966         Pavarde3966      7    1    2    4    8    9    
Vardas3967         Pavarde3967      4    8    7    0    3    2    
Vardas3968         Pavarde3968      4    7    10   8    0    9    
Vardas3969         Pavarde3969      3    7    7    3    6    3    
Vardas3970         Pavarde3970      7    4    5    9    10   5    
Vardas3971         Pavarde3971      6    5    6    4    6    1    
Vardas3972         Pavarde3972      3    6    10   3    5    5    
Vardas3973         Pavarde3973      2    3    7    2    9    0    
Vardas3974         Pavarde3974      10   0    9    5    3    5    
Vardas3975         Pavarde3975      9    9    5    7    4    5    
Vardas3976         Pavarde3976      9    3    8    6    9    4    
Vardas3977         Pavarde3977      1    3    8    5    7    1    
Vardas3978         Pavarde3978      4    2    3    1    0    10   
Vardas3979         Pavarde3979      2    5    3    2    1    9    
Vardas3980         Pavarde3980      9    7    6    9    7    4    
Vardas3981         Pavarde3981      5    0    0    7    5    4    
Vardas3982         Pavarde3982      9    8    0    2    9    8    
Vardas3983         Pavarde3983      5    0    0    2    3    3    
Vardas3984         Pavarde3984      1    5    6    0    7    10   
Vardas3985         Pavarde3985      10   3    10   8    8    4    
Vardas3986         Pavarde3986      2    1    2    10   6    1    
Vardas3987         Pavarde3987      0    4    9    6    4    0    
Vardas3988         Pavarde3988      2    0    4    10   10   4    
Vardas3989         Pavarde3989      3    3    8    0    4    10   
Vardas3990         Pavarde3990      7    5    5    2    3    10   
Vardas3991         Pavarde3991      4    2    9    2    5    6    
Vardas3992         Pavarde3992      0    1    4    2    8    10   
Vardas3993         Pavarde3993      6    3    7    1    2    9    
Vardas3994         Pavarde3994      1    3    10   7    2    10   
Vardas3995         Pavarde3995      2    1    8    7    3    5    
Vardas3996         Pavarde3996      10   10   3    6    3    6    
Vardas3997         Pavarde3997      6    4    1    1    5    6    
Vardas3998         Pavarde3998      9    1    4    2    4    5    
Vardas3999         Pavarde3999      10   9    9    7    3    2    
Vardas4000         Pavarde4000      8    9    7    1    5    7    
Vardas4001         Pavarde4001      5    5    3    6    2    6    
Vardas4002         Pavarde4002      9    3    4    7    9    2    
Vardas4003         Pavarde4003      5    3    9    7    2    6    
Vardas4004         Pavarde4004      10   8    2    3    1    9    
Vardas4005         Pavarde4005      0    8    10   0    2    2    
Vardas4006         Pavarde4006      9    10   7    6    7    3    
Vardas4007         Pavarde4007      2    3    3    2    3    3    
Vardas4008         Pavarde4008      3    5    1    3    5    1    
Vardas4009         Pavarde4009      7    8    8    7    1    4    
Vardas4010         Pavarde4010      0    0    0    1    6    9    
Vardas4011         Pavarde4011      1    7    1    2    7    2    
Vardas4012         Pavarde4012      9    7    0    3    5    10   
Vardas4013         Pavarde4013      9    8    9    6    5    6    
Vardas4014         Pavarde4014      7    3    2    8    7    8    
Vardas4015         Pavarde4015      3    6    10   2    10   6    
Vardas4016         Pavarde4016      6    2    10   2    5    9    
Vardas4017         Pavarde4017      2    8    8    8    4    1    
Vardas4018         Pavarde4018      8    1    5    1    2    6    
Vardas4019         Pavarde4019      3    1    10   4    4    1    
Vardas4020         Pavarde4020      6    8    5    2    1    6    
Vardas4021         Pavarde4021      5    9    1    0    10   5    
Vardas4022         Pavarde4022      7    2    0    0    5    9    
Vardas4023         Pavarde4023      9    0    3    9    10   10   
Vardas4024         Pavarde4024      0    7    7    3    2    6    
Vardas4025         Pavarde4025      6    0    0    5    5    1    
Vardas4026         Pavarde4026      8    8    4    5    9    10   
Vardas4027         Pavarde4027      5    2    1    3    8    6    
Vardas4028         Pavarde4028      5    7    5    8    9    5    
Vardas4029         Pavarde4029      0    6    4    6    1    3    
Vardas4030         Pavarde4030      6    9    4    2    3    3    
Vardas4031         Pavarde4031      9    9    3    2    4    3    
Vardas4032         Pavarde4032      1    6    10   1    4    1    
Vardas4033         Pavarde4033      2    4    2    1    7    0    
Vardas4034         Pavarde4034      1    1    9    8    7    1    
Vardas4035         Pavarde4035      7    5    7    1    10   1    
Vardas4036         Pavarde4036      0    1    4    0    4    7    
Vardas4037         Pavarde4037      0    2    10   3    6    2    
Vardas4038         Pavarde4038      2    4    8    1    6    8    
Vardas4039         Pavarde4039      3    8    4    6    2    0    
Vardas4040         Pavarde4040      2    9    10   3    9    2    
Vardas4041         Pavarde4041      8    7    2    9    7    8    
Vardas4042         Pavarde4042      1    3    9    3    5    4    
Vardas4043         Pavarde4043      5    6    6    8    1    1    
Vardas4044         Pavarde4044      5    1    8    8    5    4    
Vardas4045         Pavarde4045      8    2    8    4    7    5    
Vardas4046         Pavarde4046      0    5    10   3    0    7    
Vardas4047         Pavarde4047      3    10   1    2    5    4    
Vardas4048         Pavarde4048      9    10   1    2    5    9    
Vardas4049         Pavarde4049      8    1    1    4    6    1    
Vardas4050         Pavarde4050      3    5    6    1    3    6    
Vardas4051         Pavarde4051      7    5    2    4    0    2    
Vardas4052         Pavarde4052      6    7    8    6    5    5    
Vardas4053         Pavarde4053      4    10   8    0    4    2    
Vardas4054         Pavarde4054      5    9    5    5    1    10   
Vardas4055         Pavarde4055      7    9    3    10   1    9    
Vardas4056         Pavarde4056      8    9    5    1    8    3    
Vardas4057         Pavarde4057      1    3    7    8    7    8    
Vardas4058         Pavarde4058      0    10   2    9    8    1    
Vardas4059         Pavarde4059      8    2    2    0    4    5    
Vardas4060         Pavarde4060      0    4    2    2    6    3    
Vardas4061         Pavarde4061      5    2    7    0    9    2    
Vardas4062         Pavarde4062      10   3    6    6    10   3    
Vardas4063         Pavarde4063      5    9    0    2    3    9    
Vardas4064         Pavarde4064      0    2    1    3    2    3    
Vardas4065         Pavarde4065      2    5    8    10   8    5    
Vardas4066         Pavarde4066      1    4    0    6    5    1    
Vardas4067         Pavarde4067      3    7    6    1    4    2    
Vardas4068         Pavarde4068      5    1    9    1    2    8    
Vardas4069         Pavarde4069      10   0    5    5    5    1    
Vardas4070         Pavarde4070      0    5    2    9    5    1    
Vardas4071         Pavarde4071      10   10   4    5    7    1    
Vardas4072         Pavarde4072      1    4    4    7    4    7    
Vardas4073         Pavarde4073      0    6    5    3    10   0    
Vardas4074         Pavarde4074      9    1    10   2    8    4    
Vardas4075         Pavarde4075      3    1    4    5    10   3    
Vardas4076         Pavarde4076      4    5    10   3    8    0    
Vardas4077         Pavarde4077      8    1    4    9    8    2    
Vardas4078         Pavarde4078      10   8    2    9    3    3    
Vardas4079         Pavarde4079      3    1    5    3    3    8    
Vardas4080         Pavarde4080      2    10   2    10   2    6    
Vardas4081         Pavarde4081      6    3    1    4    3    9    
Vardas4082         Pavarde4082      2    8    3    10   8    3    
Vardas4083         Pavarde4083      8    5    0    5    5    7    
Vardas4084         Pavarde4084      7    9    3    10   7    7    
Vardas4085         Pavarde4085      7    7    0    4    3    7    
Vardas4086         Pavarde4086      10   5    7    9    5    1    
Vardas4087         Pavarde4087      3    4    7    2    5    4    
Vardas4088         Pavarde4088      4    2    1    10   6    5    
Vardas4089         Pavarde4089      5    4    5    2    3    3    
Vardas4090         Pavarde4090      2    7    0    4    10   4    
Vardas4091         Pavarde4091      7    9    7    1    3    5    
Vardas4092         Pavarde4092      3    4    4    8    4    8    
Vardas4093         Pavarde4093      3    7    2    5    0    10   
Vardas4094         Pavarde4094      3    7    8    9    7    8    
Vardas4095         Pavarde4095      6    9    3    5    10   3    
Vardas4096         Pavarde4096      4    7    1    5    3    7    
Vardas4097         Pavarde4097      0    6    9    7    9    8    
Vardas4098         Pavarde4098      8    4    8    10   9    1    
Vardas4099         Pavarde4099      0    9    1    1    8    5    
Vardas4100         Pavarde4100      8    4    4    7    1    4    
Vardas4101         Pavarde4101      4    0    8    9    6    7    
Vardas4102         Pavarde4102      6    1    7    6    7    2    
Vardas4103         Pavarde4103      7    1    6    3    7    5    
Vardas4104         Pavarde4104      7    6    5    5    3    9    
Vardas4105         Pavarde4105      9    6    1    1    1    7    
Vardas4106         Pavarde4106      6    10   9    10   9    2    
Vardas4107         Pavarde4107      10   7    6    2    10   0    
Vardas4108         Pavarde4108      2    10   5    1    6    2    
Vardas4109         Pavarde4109      2    8    9    8    8    3    
Vardas4110         Pavarde4110      3    3    8    7    6    7    
Vardas4111         Pavarde4111      9    9    8    4    4    10   
Vardas4112         Pavarde4112      5    9    1    5    6    6    
Vardas4113         Pavarde4113      6    10   3    0    3    10   
Vardas4114         Pavarde4114      0    8    3    2    10   7    
Vardas4115         Pavarde4115      3    2    8    1    6    9    
Vardas4116         Pavarde4116      0    8    9    6    2    9    
Vardas4117         Pavarde4117      2    6    10   2    8    5    
Vardas4118         Pavarde4118      2    5    1    9    2    0    
Vardas4119         Pavarde4119      3    6    0    7    8    4    
Vardas4120         Pavarde4120      7    9    1    2    6    6    
Vardas4121         Pavarde4121      10   2    9    6    3    10   
Vardas4122         Pavarde4122      8    3    4    0    5    9    
Vardas4123         Pavarde4123      6    3    0    5    3    9    
Vardas4124         Pavarde4124      2    7    7    6    4    2    
Vardas4125         Pavarde4125      3    1    10   1    6    0    
Vardas4126         Pavarde4126      8    0    1    0    2    7    
Vardas4127         Pavarde4127      1    4    0    6    0    10   
Vardas4128         Pavarde4128      8    7    7    2    2    5    
Vardas4129         Pavarde4129      5    7    7    3    5    3    
Vardas4130         Pavarde4130      5    6    1    10   1    7    
Vardas4131         Pavarde4131      0    8    8    5    4    6    
Vardas4132         Pavarde4132      8    0    8    4    5    2    
Vardas4133         Pavarde4133      1    8    4    2    4    10   
Vardas4134         Pavarde4134      8    6    6    8    5    4    
Vardas4135         Pavarde4135      9    0    7    9    7    10   
Vardas4136         Pavarde4136      5    0    7    7    10   9    
Vardas4137         Pavarde4137      0    3    5    9    10   5    
Vardas4138         Pavarde4138      1    7    9    3    7    0    
Vardas4139         Pavarde4139      6    2    0    7    7    0    
Vardas4140         Pavarde4140      3    0    9    6    0    0    
Vardas4141         Pavarde4141      9    9    8    0    4    10   
Vardas4142         Pavarde4142      2    9    5    5    3    5    
Vardas4143         Pavarde4143      10   3    8    5    0    0    
Vardas4144         Pavarde4144      9    0    9    7    9    3    
Vardas4145         Pavarde4145      7    10   7    2    3    7    
Vardas4146         Pavarde4146      10   9    4    0    8    0    
Vardas4147         Pavarde4147      8    10   4    0    6    10   
Vardas4148         Pavarde4148      6    1    6    7    9    8    
Vardas4149         Pavarde4149      9    1    0    10   10   4    
Vardas4150         Pavarde4150      10   0    8    6    9    6    
Vardas4151         Pavarde4151      5    0    0    9    0    2    
Vardas4152         Pavarde4152      5    3    6    2    10   10   
Vardas4153         Pavarde4153      10   0    9    10   10   2    
Vardas4154         Pavarde4154      9    4    0    1    1    2    
Vardas4155         Pavarde4155      4    3    2    2    5    9    
Vardas4156         Pavarde4156      3    3    2    5    2    5    
Vardas4157         Pavarde4157      3    0    3    10   10   1    
Vardas4158         Pavarde4158      9    9    5    10   6    5    
Vardas4159         Pavarde4159      0    1    6    4    7    6    
Vardas4160         Pavarde4160      1    0    6    4    1    1    
Vardas4161         Pavarde4161      1    9    0    3    4    1    
Vardas4162         Pavarde4162      4    10   0    5    8    0    
Vardas4163         Pavarde4163      10   4    2    7    5    2    
Vardas4164         Pavarde4164      0    8    6    3    7    3    
Vardas4165         Pavarde4165      5    1    10   8    2    0    
Vardas4166         Pavarde4166      10   6    2    5    0    5    
Vardas4167         Pavarde4167      9    10   0    6    6    4    
Vardas4168         Pavarde4168      4    4    7    6    4    7    
Vardas4169         Pavarde4169      9    9    1    1    6    9    
Vardas4170         Pavarde4170      6    9    4    3    10   2    
Vardas4171         Pavarde4171      8    2    8    8    10   5    
Vardas4172         Pavarde4172      4    7    7    1    6    3    
Vardas4173         Pavarde4173      10   8    3    7    10   7    
Vardas4174         Pavarde4174      9    5    9    9    4    1    
Vardas4175         Pavarde4175      9    0    5    4    1    2    
Vardas4176         Pavarde4176      9    3    7    5    0    2    
Vardas4177         Pavarde4177      8    8    9    1    4    10   
Vardas4178         Pavarde4178      9    8    1    8    6    3    
Vardas4179         Pavarde4179      8    6    7    8    4    5    
Vardas4180         Pavarde4180      3    7    2    0    1    1    
Vardas4181         Pavarde4181      7    6    3    6    2    2    
Vardas4182         Pavarde4182      2    6    9    10   1    7    
Vardas4183         Pavarde4183      1    7    5    9    1    6    
Vardas4184         Pavarde4184      7    9    1    1    4    1    
Vardas4185         Pavarde4185      6    10   7    1    5    5    
Vardas4186         Pavarde4186      1    2    5    6    3    10   
Vardas4187         Pavarde4187      1    0    5    2    5    4    
Vardas4188         Pavarde4188      8    1    4    9    1    9    
Vardas4189         Pavarde4189      0    5    2    3    9    7    
Vardas4190         Pavarde4190      7    9    2    6    7    2    
Vardas4191         Pavarde4191      3    6    7    4    5    0    
Vardas4192         Pavarde4192      0    4    5    6    6    5    
Vardas4193         Pavarde4193      8    0    3    10   1    10   
Vardas4194         Pavarde4194      8    3    7    9    9    9    
Vardas4195         Pavarde4195      9    1    6    0    5    6    
Vardas4196         Pavarde4196      3    10   6    1    9    7    
Vardas4197         Pavarde4197      2    4    9    3    9    5    
Vardas4198         Pavarde4198      1    5    10   3    10   8    
Vardas4199         Pavarde4199      9    6    2    2    1    2    
Vardas4200         Pavarde4200      8    3    10   10   2    7    
Vardas4201         Pavarde4201      1    9    3    7    8    8    
Vardas4202         Pavarde4202      3    5    6    8    7    8    
Vardas4203         Pavarde4203      3    6    5    0    2    1    
Vardas4204         Pavarde4204      2    6    3    7    1    9    
Vardas4205         Pavarde4205      1    3    0    5    8    5    
Vardas4206         Pavarde4206      10   9    1    6    2    10   
Vardas4207         Pavarde4207      8    2    6    3    10   7    
Vardas4208         Pavarde4208      0    7    4    10   5    0    
Vardas4209         Pavarde4209      9    3    10   8    1    8    
Vardas4210         Pavarde4210      7    10   6    5    3    9    
Vardas4211         Pavarde4211      2    1    4    3    1    9    
Vardas4212         Pavarde4212      9    0    0    2    6    6    
Vardas4213         Pavarde4213      1    4    2    7    1    4    
Vardas4214         Pavarde4214      8    1    5    0    2    0    
Vardas4215         Pavarde4215      0    10   1    2    3    9    
Vardas4216         Pavarde4216      3    10   0    6    4    3    
Vardas4217         Pavarde4217      3    0    5    1    2    1    
Vardas4218         Pavarde4218      5    4    4    8    4    6    
Vardas4219         Pavarde4219      8    2    9    8    6    2    
Vardas4220         Pavarde4220      1    5    5    2    10   3    
Vardas4221         Pavarde4221      1    10   9    10   10   4    
Vardas4222         Pavarde4222      8    4    1    5    5    1    
Vardas4223         Pavarde4223      9    6    7    7    6    2    
Vardas4224         Pavarde4224      3    5    5    6    10   3    
Vardas4225         Pavarde4225      9    1    3    6    1    6    
Vardas4226         Pavarde4226      7    6    8    0    1    2    
Vardas4227         Pavarde4227      5    3    0    10   5    8    
Vardas4228         Pavarde4228      3    0    5    0    6    2    
Vardas4229         Pavarde4229      10   7    6    1    5    6    
Vardas4230         Pavarde4230      9    9    6    10   2    10   
Vardas4231         Pavarde4231      3    3    4    3    0    8    
Vardas4232         Pavarde4232      3    2    4    2    5    9    
Vardas4233         Pavarde4233      1    3    7    1    8    5    
Vardas4234         Pavarde4234      1    9    1    8    0    2    
Vardas4235         Pavarde4235      10   9    1    6    5    2    
Vardas4236         Pavarde4236      10   6    8    7    2    5    
Vardas4237         Pavarde4237      6    8    1    2    2    0    
Vardas4238         Pavarde4238      10   2    7    10   7    4    
Vardas4239         Pavarde4239      10   4    0    0    4    7    
Vardas4240         Pavarde4240      0    0    10   8    0    0    
Vardas4241         Pavarde4241      7    2    4    2    7    1    
Vardas4242         Pavarde4242      5    2    1    10   4    5    
Vardas4243         Pavarde4243      5    8    1    8    8    3    
Vardas4244         Pavarde4244      6    9    6    1    9    1    
Vardas4245         Pavarde4245      4    2    9    1    4    10   
Vardas4246         Pavarde4246      7    3    10   7    1    3    
Vardas4247         Pavarde4247      7    10   8    1    1    8    
Vardas4248         Pavarde4248      0    10   10   6    5    0    
Vardas4249         Pavarde4249      2    3    7    9    1    4    
Vardas4250         Pavarde4250      8    2    3    8    1    4    
Vardas4251         Pavarde4251      4    0    9    6    3    0    
Vardas4252         Pavarde4252      4    3    10   10   9    0    
Vardas4253         Pavarde4253      5    5    3    5    10   7    
Vardas4254         Pavarde4254      0    6    4    8    8    2    
Vardas4255         Pavarde4255      8    6    6    6    5    2    
Vardas4256         Pavarde4256      7    1    10   8    8    6    
Vardas4257         Pavarde4257      3    3    3    4    2    6    
Vardas4258         Pavarde4258      6    4    5    9    6    6    
Vardas4259         Pavarde4259      9    4    5    8    1    0    
Vardas4260         Pavarde4260      7    2    0    5    0    10   
Vardas4261         Pavarde4261      4    2    8    10   0    1    
Vardas4262         Pavarde4262      8    1    0    0    6    4    
Vardas4263         Pavarde4263      4    8    6    3    0    4    
Vardas4264         Pavarde4264      6    0    3    0    6    6    
Vardas4265         Pavarde4265      6    10   5    1    1    10   
Vardas4266         Pavarde4266      3    1    1    10   3    7    
Vardas4267         Pavarde4267      7    9    9    8    1    4    
Vardas4268         Pavarde4268      4    6    0    2    8    2    
Vardas4269         Pavarde4269      2    10   2    9    9    3    
Vardas4270         Pavarde4270      5    1    8    10   4    0    
Vardas4271         Pavarde4271      5    9    6    6    10   1    
Vardas4272         Pavarde4272      1    6    5    2    3    1    
Vardas4273         Pavarde4273      3    3    3    4    4    0    
Vardas4274         Pavarde4274      4    9    9    9    5    7    
Vardas4275         Pavarde4275      5    6    1    2    6    0    
Vardas4276         Pavarde4276      0    9    2    1    7    0    
Vardas4277         Pavarde4277      2    1    7    5    7    3    
Vardas4278         Pavarde4278      8    0    3    0    0    8    
Vardas4279         Pavarde4279      7    2    9    2    0    6    
Vardas4280         Pavarde4280      10   2    9    8    2    6    
Vardas4281         Pavarde4281      10   1    2    3    5    9    
Vardas4282         Pavarde4282      9    5    10   9    10   2    
Vardas4283         Pavarde4283      10   2    1    0    10   5    
Vardas4284         Pavarde4284      2    7    0    8    5    1    
Vardas4285         Pavarde4285      7    8    8    6    2    3    
Vardas4286         Pavarde4286      1    8    10   2    8    10   
Vardas4287         Pavarde4287      8    4    6    0    5    8    
Vardas4288         Pavarde4288      2    1    0    4    2    7    
Vardas4289         Pavarde4289      6    3    0    8    7    0    
Vardas4290         Pavarde4290      6    8    8    6    10   2    
Vardas4291         Pavarde4291      8    5    0    0    3    2    
Vardas4292         Pavarde4292      0    3    10   9    6    9    
Vardas4293         Pavarde4293      9    1    7    9    8    2    
Vardas4294         Pavarde4294      6    2    1    6    9    10   
Vardas4295         Pavarde4295      7    3    6    9    9    2    
Vardas4296         Pavarde4296      4    0    9    10   8    7    
Vardas4297         Pavarde4297      10   8    3    7    2    5    
Vardas4298         Pavarde4298      8    6    1    6    10   4    
Vardas4299         Pavarde4299      9    2    2    8    10   1    
Vardas4300         Pavarde4300      0    4    3    10   4    5    
Vardas4301         Pavarde4301      1    10   3    2    8    9    
Vardas4302         Pavarde4302      9    7    6    8    1    1    
Vardas4303         Pavarde4303      8    0    3    10   3    5    
Vardas4304         Pavarde4304      10   1    1    10   1    4    
Vardas4305         Pavarde4305      8    2    3    6    6    5    
Vardas4306         Pavarde4306      10   8    1    0    2    3    
Vardas4307         Pavarde4307      6    6    7    1    3    9    
Vardas4308         Pavarde4308      6    8    6    10   2    4    
Vardas4309         Pavarde4309      6    8    6    7    1    3    
Vardas4310         Pavarde4310      0    8    10   9    9    7    
Vardas4311         Pavarde4311      5    7    3    5    7    1    
Vardas4312         Pavarde4312      5    0    6    0    1    5    
Vardas4313         Pavarde4313      5    2    4    2    7    9    
Vardas4314         Pavarde4314      5    2    9    10   2    2    
Vardas4315         Pavarde4315      6    9    3    8    1    4    
Vardas4316         Pavarde4316      6    5    0    10   1    6    
Vardas4317         Pavarde4317      6    7    3    7    7    8    
Vardas4318         Pavarde4318      10   8    1    8    2    2    
Vardas4319         Pavarde4319      0    3    6    7    1    0    
Vardas4320         Pavarde4320      0    10   0    6    10   8    
Vardas4321         Pavarde4321      6    2    0    0    3    4    
Vardas4322         Pavarde4322      9    5    6    3    4    9    
Vardas4323         Pavarde4323      2    0    7    10   6    9    
Vardas4324         Pavarde4324      2    3    8    5    7    8    
Vardas4325         Pavarde4325      2    7    0    8    2    5    
Vardas4326         Pavarde4326      8    1    10   10   8    10   
Vardas4327         Pavarde4327      3    6    4    7    1    7    
Vardas4328         Pavarde4328      2    2    2    7    4    6    
Vardas4329         Pavarde4329      10   5    4    0    8    1    
Vardas4330         Pavarde4330      9    3    2    3    10   6    
Vardas4331         Pavarde4331      6    7    3    1    5    9    
Vardas4332         Pavarde4332      5    7    8    7    9    6    
Vardas4333         Pavarde4333      1    8    3    4    7    0    
Vardas4334         Pavarde4334      9    7    6    3    4    2    
Vardas4335         Pavarde4335      8    3    7    0    9    8    
Vardas4336         Pavarde4336      10   9    7    2    8    7    
Vardas4337         Pavarde4337      7    8    5    7    7    7    
Vardas4338         Pavarde4338      6    2    10   5    2    6    
Vardas4339         Pavarde4339      7    9    9    3    2    6    
Vardas4340         Pavarde4340      7    3    9    1    6    6    
Vardas4341         Pavarde4341      1    4    2    3    0    5    
Vardas4342         Pavarde4342      2    8    7    3    9    1    
Vardas4343         Pavarde4343      10   9    9    5    4    8    
Vardas4344         Pavarde4344      1    10   0    1    7    1    
Vardas4345         Pavarde4345      3    0    3    7    8    7    
Vardas4346         Pavarde4346      7    2    7    4    6    1    
Vardas4347         Pavarde4347      0    8    2    0    1    5    
Vardas4348         Pavarde4348      1    2    3    4    6    4    
Vardas4349         Pavarde4349      8    8    1    7    9    6    
Vardas4350         Pavarde4350      2    10   5    10   1    6    
Vardas4351         Pavarde4351      4    5    10   3    4    5    
Vardas4352         Pavarde4352      5    8    2    5    1    3    
